price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
8995,2010.0,toyota,avalon,,6 cylinders,gas,92537.0,,automatic,fwd,sedan,white,ia,41.229172,-95.852118
15998,2010.0,chrysler,town & country,,6 cylinders,gas,56921.0,,automatic,fwd,van,black,ia,41.229172,-95.852118
19997,,,u Crosstrek,,4 cylinders,gas,11246.0,,automatic,,SUV,red,ia,41.229172,-95.852118
26995,,,errain,,4 cylinders,gas,3635.0,,automatic,,SUV,black,ia,41.229172,-95.852118
14994,2011.0,chrysler,town & country,,6 cylinders,gas,78723.0,,automatic,fwd,van,,ia,41.229172,-95.852118
19995,2017.0,gmc,terrain,,4 cylinders,,31833.0,,automatic,fwd,SUV,red,ia,41.229172,-95.852118
9995,2016.0,ford,focus,,4 cylinders,,38505.0,,automatic,fwd,sedan,grey,ia,41.229172,-95.852118
15995,2016.0,buick,lacrosse,,6 cylinders,gas,26372.0,,automatic,fwd,sedan,blue,ia,41.229172,-95.852118
17489,2017.0,subaru,forester,,4 cylinders,gas,7585.0,,automatic,,SUV,silver,ia,41.229172,-95.852118
20995,2017.0,ford,expedition el,,6 cylinders,gas,60552.0,,automatic,rwd,SUV,silver,ia,41.229172,-95.852118
13995,2014.0,chevrolet,equinox,,4 cylinders,gas,23215.0,,automatic,,SUV,silver,ia,41.229172,-95.852118
25495,,,Pilot,,6 cylinders,gas,20508.0,,automatic,,SUV,grey,ia,41.229172,-95.852118
3500,2003.0,honda,accord,excellent,6 cylinders,gas,195000.0,clean,automatic,fwd,sedan,brown,ia,41.2955,-96.1008
4250,2006.0,nissan,murano,good,6 cylinders,gas,186908.0,clean,automatic,,,,ia,41.2117,-96.6219
3250,2007.0,chevrolet,impala,,,gas,200000.0,clean,automatic,,,,ia,41.2117,-96.6219
14500,1984.0,ram,,,,gas,90174.0,clean,automatic,,,,ia,33.6372,-96.6184
15300,2015.0,chevrolet,camaro,like new,6 cylinders,gas,94000.0,lien,automatic,rwd,coupe,white,ia,41.259,-95.9409
4000,2006.0,buick,lucerne,good,6 cylinders,gas,125000.0,clean,automatic,fwd,sedan,custom,ia,41.2403,-95.998
29500,1972.0,chevrolet,corvette,,,gas,42900.0,clean,automatic,,,,ia,33.6372,-96.6184
9999,2014.0,gmc,terrain awd,,,gas,104864.0,clean,automatic,,,,ia,41.212482,-96.009588
6999,2007.0,dodge,caliber r/t,,,gas,70385.0,clean,automatic,,,,ia,41.212482,-96.009588
9999,2011.0,jeep,patriot,,,gas,113054.0,clean,automatic,,,,ia,41.212482,-96.009588
34500,1966.0,ford,mustang,,,gas,98140.0,clean,automatic,,,,ia,33.6372,-96.6184
6999,2001.0,ram,1500 laramie,,,gas,99995.0,clean,automatic,,,,ia,41.212482,-96.009588
11950,2018.0,chevrolet,malibu lt,excellent,,gas,45965.0,clean,automatic,,,,ia,41.212916,-96.050806
15500,2012.0,lexus,rx 350 awd,,,gas,104119.0,clean,automatic,,,,ia,41.212884,-96.051021
19500,2014.0,lexus,is 250 awd,,,gas,44704.0,clean,automatic,,,,ia,41.212851,-96.050699
7950,2014.0,nissan,sentra sr,,,gas,87903.0,clean,other,,,,ia,41.212932,-96.050141
5950,2009.0,honda,fit sport,,,gas,110449.0,clean,automatic,,,,ia,41.2129,-96.050699
5500,2011.0,honda,fit hatchback,,,gas,110970.0,clean,automatic,,,,ia,41.212851,-96.051042
10950,2017.0,hyundai,sonata sport,,,gas,41560.0,clean,automatic,,,,ia,41.212932,-96.051021
10950,2017.0,hyundai,sonata se,,,gas,45638.0,clean,automatic,,,,ia,41.212851,-96.051128
8650,2013.0,hyundai,elantra limited,,,gas,52494.0,clean,automatic,,,,ia,41.212771,-96.050828
7950,2011.0,,Saab 9-3 Sport XWD AWD 2.0L,,,gas,123109.0,clean,automatic,,,,ia,41.212884,-96.050935
10500,2013.0,jeep,patriot latitude 4x4,,4 cylinders,gas,73954.0,clean,automatic,,,,ia,41.2129,-96.050892
4500,2005.0,honda,cr-v crv special edition,,,gas,223611.0,clean,automatic,,,,ia,41.212916,-96.050806
13500,2015.0,honda,crv crv lx,,,gas,87179.0,clean,automatic,,,,ia,41.212851,-96.050763
16500,2017.0,toyota,rav4 xle,,,gas,54677.0,clean,automatic,,,,ia,41.212851,-96.050935
18500,2018.0,subaru,crosstrek 2.0i premium,,,gas,7840.0,clean,automatic,,,,ia,41.2129,-96.050785
7950,2011.0,subaru,forester 2.5x,,,gas,125693.0,clean,automatic,,,,ia,41.212884,-96.050956
9990,2011.0,nissan,juke sl awd,excellent,4 cylinders,gas,61000.0,rebuilt,automatic,4wd,SUV,blue,ia,41.2129,-96.04881
6990,2014.0,chevrolet,sonic lt,excellent,4 cylinders,gas,79000.0,rebuilt,automatic,fwd,sedan,black,ia,41.212851,-96.048939
7490,2015.0,nissan,altima s,excellent,4 cylinders,gas,110000.0,rebuilt,automatic,fwd,sedan,grey,ia,41.212884,-96.049111
9490,2016.0,hyundai,elantra se,excellent,4 cylinders,gas,37000.0,rebuilt,automatic,fwd,sedan,,ia,41.212884,-96.049218
16500,2013.0,cadillac,cts4 awd,excellent,6 cylinders,gas,40000.0,clean,automatic,fwd,sedan,white,ia,41.51614,-95.754197
32500,1972.0,ford,mustang,,,gas,27833.0,clean,manual,,,,ia,33.6372,-96.6184
24987,2017.0,chevrolet,silverado 1500 work,good,8 cylinders,other,115828.0,clean,automatic,4wd,pickup,white,ia,41.653787,-93.698698
43498,2016.0,chevrolet,silverado 2500hd ltz,good,8 cylinders,other,153359.0,clean,automatic,4wd,pickup,red,ia,41.653787,-93.698698
5000,1987.0,jeep,,fair,8 cylinders,gas,187035.0,clean,automatic,4wd,SUV,brown,ia,40.3166,-96.4116
34950,2007.0,,INTERNATIONAL DURASTAR 4200,excellent,8 cylinders,diesel,12542.0,clean,automatic,rwd,truck,orange,ia,43.863661,-95.1138
0,2011.0,kia,soul+,,,gas,154127.0,clean,automatic,,,,ia,41.2324,-95.8751
13988,1986.0,chevrolet,corvette,,,gas,20145.0,clean,manual,,,,ia,41.1345,-96.2458
15988,2013.0,chrysler,town and country,,,gas,67790.0,clean,automatic,,,,ia,41.1345,-96.2458
14988,2017.0,nissan,sentra,,,gas,18384.0,clean,automatic,,,,ia,41.1345,-96.2458
26988,2016.0,toyota,tacoma,,,gas,11466.0,clean,manual,,,,ia,41.1345,-96.2458
20988,2011.0,chevrolet,silverado 1500,,,gas,82928.0,clean,automatic,,,,ia,41.1345,-96.2458
2500,1989.0,lincoln,towncar,fair,4 cylinders,gas,40499.0,clean,automatic,4wd,sedan,brown,ia,41.2949,-96.0546
22988,2019.0,jeep,renegade,,,gas,15769.0,clean,automatic,,,,ia,41.1345,-96.2458
24988,2017.0,buick,enclave,,,gas,64232.0,clean,automatic,,,,ia,41.1345,-96.2458
29988,2015.0,chevrolet,silverado 1500,,,gas,100298.0,clean,automatic,,,,ia,41.1345,-96.2458
17988,2019.0,ford,flex,,,gas,96498.0,clean,automatic,,,,ia,41.1345,-96.2458
14988,2013.0,subaru,xv crosstrek,,,gas,97220.0,clean,automatic,,,,ia,41.1345,-96.2458
7988,2007.0,saturn,sky,,,gas,83880.0,clean,manual,,,,ia,41.1345,-96.2458
22988,2016.0,cadillac,ats sedan,,,gas,9262.0,clean,automatic,,,,ia,41.1345,-96.2458
17988,2016.0,nissan,rogue,,,gas,57012.0,clean,automatic,,,,ia,41.1345,-96.2458
36988,2015.0,cadillac,escalade,,,gas,74619.0,clean,automatic,,,,ia,41.1345,-96.2458
11988,2013.0,chevrolet,equinox,,,gas,92952.0,clean,automatic,,,,ia,41.1345,-96.2458
34988,2019.0,ford,f-150,,,gas,37374.0,clean,automatic,,,,ia,41.1345,-96.2458
9988,2009.0,toyota,rav4,,,gas,143780.0,clean,automatic,,,,ia,41.1345,-96.2458
22988,2016.0,cadillac,xts,,,gas,40130.0,clean,automatic,,,,ia,41.1345,-96.2458
22988,2013.0,ford,f-150,,,gas,101797.0,clean,automatic,,,,ia,41.1345,-96.2458
30988,2016.0,chevrolet,silverado 1500,,,gas,50846.0,clean,automatic,,,,ia,41.1345,-96.2458
19988,2016.0,gmc,acadia,,,gas,99144.0,clean,automatic,,,,ia,41.1345,-96.2458
17988,2009.0,jeep,wrangler,,,gas,146950.0,clean,manual,,,,ia,41.1345,-96.2458
18988,2009.0,jeep,wrangler unlimited,,,gas,123738.0,clean,automatic,,,,ia,41.1345,-96.2458
