price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
15440,2013.0,toyota,highlander fwd 4dr i4 (natl),,4 cylinders,,101982.0,clean,automatic,fwd,SUV,silver,az,33.0,-115.0
11500,1928.0,chevrolet,coupe,fair,4 cylinders,gas,55752.0,clean,manual,,,yellow,az,34.4228,-114.125
45995,2015.0,ford,f-250 super duty xlt,,8 cylinders,other,107971.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
47995,2017.0,chevrolet,silverado 1500 ltz lifted crew 4wd,,8 cylinders,gas,43886.0,clean,automatic,4wd,pickup,grey,az,33.396353,-111.954863
68995,2020.0,ram,3500 lifted tradesman drw 6.7 cummins,,6 cylinders,diesel,14140.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
63995,2020.0,ford,f-250 superduty lifted stx 8ft 6.7l diesel,,8 cylinders,other,21240.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
5795,2006.0,chrysler,convertible crossfire,good,,gas,144000.0,clean,manual,,convertible,black,az,32.7635,-117.2028
34000,2016.0,toyota,4 runner,excellent,6 cylinders,gas,74101.0,clean,automatic,4wd,,grey,az,32.7093,-114.4905
1000,2018.0,chevrolet,,,,gas,45000.0,clean,automatic,,,,az,32.7093,-114.4905
18440,2020.0,toyota,corolla le cvt (natl),,,,37043.0,clean,automatic,fwd,sedan,,az,33.0,-115.0
8995,2008.0,gmc,sierra 1500,good,6 cylinders,gas,145000.0,clean,automatic,rwd,truck,white,az,32.714394,-114.624585
18987,2017.0,toyota,rav4 xle fwd (natl),,4 cylinders,,71717.0,clean,automatic,fwd,SUV,,az,33.0,-115.0
11500,1992.0,toyota,cressida,excellent,4 cylinders,gas,29000.0,clean,automatic,rwd,sedan,blue,az,32.6604,-114.3746
3200,1999.0,jeep,grand cherokee,good,8 cylinders,gas,199000.0,clean,automatic,4wd,SUV,white,az,32.700586,-114.590836
11500,1992.0,gmc,top kick,,,diesel,269000.0,clean,manual,,,,az,33.7292,-114.1925
63995,2020.0,ford,f-250 superduty lifted stx 8ft 6.7l diesel,,8 cylinders,other,21240.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
58995,2019.0,ram,1500 limited crewcab leveled,,8 cylinders,gas,21046.0,clean,automatic,4wd,pickup,red,az,33.396353,-111.954863
0,2017.0,ford,f-250 super duty xlt,,8 cylinders,other,97775.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
44995,2015.0,chevrolet,silverado 2500 ltz crew cab 6.6 duramax,,8 cylinders,diesel,140041.0,clean,automatic,4wd,pickup,brown,az,33.396353,-111.954863
8800,2018.0,nissan,sentra,,,gas,42000.0,rebuilt,automatic,,,,az,32.487,-114.7822
1499,2015.0,buick,verano,excellent,4 cylinders,gas,127713.0,clean,automatic,fwd,sedan,silver,az,32.7093,-114.4905
9750,1997.0,,97 F250 HD,excellent,8 cylinders,gas,116650.0,clean,automatic,rwd,,,az,34.320557,-112.633102
18000,2006.0,,hino 165,good,4 cylinders,diesel,137601.0,clean,automatic,rwd,van,white,az,33.454088,-112.22208
18000,2002.0,chevrolet,c7500,,,diesel,87000.0,clean,manual,,,,az,32.8562,-116.9201
10000,2004.0,,Freightliner,,,diesel,303360.0,clean,automatic,,,,az,32.8562,-116.9201
9700,2005.0,chevrolet,,,,diesel,181392.0,clean,automatic,,,,az,32.8562,-116.9201
2200,2000.0,acura,tl,good,6 cylinders,gas,180000.0,clean,automatic,fwd,sedan,black,az,32.7142,-114.630686
53480,2020.0,toyota,tacoma 4wd trd pro double cab 5' bed v6 at (natl),,,,12828.0,clean,automatic,4wd,,green,az,33.0,-115.0
39995,2017.0,ram,1500 lifted big horn crew cab 5.7 liter hemi,,8 cylinders,gas,48125.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
42995,2017.0,ford,f-150 lifted supercrew xlt 4x4 v6 twin turbo financing,,6 cylinders,gas,69106.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
39995,2016.0,ford,f-150 xlt sport supercrew,,6 cylinders,gas,56654.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
11250,2007.0,gmc,yukon,excellent,8 cylinders,gas,132000.0,clean,automatic,,SUV,brown,az,32.487,-114.7822
56500,2005.0,,international 7500,good,6 cylinders,diesel,117218.0,clean,manual,rwd,truck,white,az,33.453916,-112.222733
4997,2008.0,chevrolet,cobalt,like new,4 cylinders,gas,160728.0,clean,automatic,fwd,coupe,white,az,32.7093,-114.4905
3000,1995.0,,isuzu rodeo,good,6 cylinders,gas,113653.0,clean,automatic,,,silver,az,32.6566,-114.4042
3500,2011.0,chevrolet,malibu,good,,gas,200000.0,clean,automatic,,,,az,32.6566,-114.4042
13987,2015.0,ford,fusion 4dr sdn se fwd,,4 cylinders,,80524.0,clean,automatic,fwd,sedan,,az,33.0,-115.0
35995,2013.0,ford,f-150 fx4 lifted crew ecoboost 3.5liter,,6 cylinders,gas,65275.0,clean,automatic,4wd,pickup,silver,az,33.396353,-111.954863
10500,2006.0,ford,,,,diesel,180000.0,clean,automatic,,,,az,33.715252,-118.010665
6500,2007.0,,Isuzu,excellent,,diesel,229000.0,clean,automatic,,other,,az,34.936662,-120.234777
7999,1946.0,jeep,cj-2,good,8 cylinders,gas,1.0,clean,automatic,,truck,grey,az,46.539781,-112.176499
5500,2005.0,ford,f-150,,8 cylinders,gas,134000.0,clean,automatic,,,,az,32.5634,-114.7127
16500,2019.0,kia,rio s,like new,4 cylinders,gas,12587.0,clean,automatic,fwd,,white,az,32.7015,-114.6424
12999,1984.0,ford,,,,diesel,140000.0,clean,automatic,,,,az,33.1192,-117.0864
2000,2004.0,dodge,durango,excellent,8 cylinders,gas,160000.0,clean,automatic,4wd,SUV,blue,az,32.6566,-114.4042
15440,2013.0,toyota,highlander fwd 4dr i4 (natl),,4 cylinders,,101982.0,clean,automatic,fwd,SUV,silver,az,33.0,-115.0
15987,2012.0,toyota,sienna 5dr 7-pass van v6 le fwd (natl),,4 cylinders,,52577.0,clean,automatic,fwd,SUV,grey,az,33.0,-115.0
25000,2016.0,ram,,excellent,8 cylinders,gas,126000.0,clean,automatic,4wd,pickup,white,az,32.7015,-114.6424
2800,2000.0,gmc,sonoma,good,6 cylinders,gas,233000.0,clean,automatic,rwd,truck,white,az,32.487,-114.7822
3200,2005.0,honda,accord,,,gas,153000.0,clean,automatic,,,,az,32.721403,-114.6191
18440,2020.0,toyota,corolla le cvt (natl),,,,37043.0,clean,automatic,fwd,sedan,,az,33.0,-115.0
6800,2004.0,gmc,yukon,good,8 cylinders,gas,163000.0,clean,automatic,fwd,SUV,red,az,32.7015,-114.6424
31995,2014.0,jeep,wrangler unlimited sahara lifted,,6 cylinders,gas,100169.0,clean,automatic,4wd,SUV,black,az,33.396353,-111.954863
54995,2016.0,ford,f-250 super duty lariat,,8 cylinders,other,56725.0,clean,automatic,4wd,pickup,blue,az,33.396353,-111.954863
0,2017.0,jeep,wrangler unlmited sahara,,6 cylinders,gas,51064.0,clean,automatic,4wd,SUV,silver,az,33.396353,-111.954863
51995,2017.0,ford,f-250 super duty xlt lifted crew,,8 cylinders,other,85201.0,clean,automatic,4wd,pickup,white,az,33.396353,-111.954863
9200,2007.0,,Hummer H3,excellent,5 cylinders,gas,170000.0,rebuilt,automatic,,,black,az,32.757203,-114.616613
18987,2017.0,toyota,rav4 xle fwd (natl),,4 cylinders,,71717.0,clean,automatic,fwd,SUV,,az,33.0,-115.0
0,2019.0,toyota,highlander se,good,,other,31367.0,clean,automatic,,other,white,ar,36.331878,-94.186024
17318,2018.0,ford,escape,,,gas,43216.0,clean,automatic,fwd,,,ar,38.4018,-93.785
2750,2000.0,chevrolet,silverado,fair,8 cylinders,gas,220000.0,clean,automatic,4wd,,,ar,36.2333,-94.6547
14653,2017.0,kia,soul,,,gas,47518.0,clean,automatic,fwd,hatchback,,ar,38.4018,-93.785
7500,1979.0,chevrolet,malibu,,,gas,72000.0,clean,manual,,,,ar,36.2652,-94.4751
16324,2013.0,infiniti,g37x,like new,6 cylinders,gas,74542.0,clean,automatic,4wd,sedan,grey,ar,37.0512,-93.2972
7500,2012.0,volvo,s60,,5 cylinders,gas,108984.0,clean,automatic,fwd,sedan,white,ar,36.3712,-94.2019
51025,2018.0,ram,2500,,,diesel,19711.0,clean,automatic,rwd,pickup,,ar,38.4018,-93.785
0,2020.0,nissan,kicks sv,good,,other,2506.0,clean,automatic,fwd,other,white,ar,36.331878,-94.186024
18793,2017.0,chrysler,pacifica,,,gas,106091.0,clean,automatic,fwd,van,,ar,38.4018,-93.785
45103,2018.0,jaguar,xf,,,gas,12567.0,clean,automatic,,,,ar,38.4018,-93.785
24683,2019.0,ford,flex,,,gas,47127.0,clean,automatic,fwd,,white,ar,38.4018,-93.785
4500,2008.0,toyota,prius standard,excellent,4 cylinders,hybrid,229000.0,clean,automatic,fwd,,red,ar,36.0877,-94.3093
4500,1979.0,chevrolet,el camino,,,gas,29941.0,clean,manual,,,,ar,36.2652,-94.4751
49038,2020.0,jeep,gladiator,,,gas,565.0,clean,automatic,4wd,pickup,,ar,38.4018,-93.785
15900,2015.0,bmw,320i,excellent,,gas,60000.0,clean,automatic,,,,ar,36.095607,-94.1116
24399,2016.0,mazda,mx-5 miata,,,gas,12525.0,clean,automatic,rwd,convertible,,ar,38.4018,-93.785
33996,2017.0,chevrolet,silverado 1500,,,gas,91644.0,clean,automatic,4wd,pickup,black,ar,38.4018,-93.785
6995,2011.0,acura,rdx,,,gas,178792.0,clean,automatic,fwd,SUV,silver,ar,36.146286,-95.761017
5995,2012.0,chevrolet,cruze,,,gas,137715.0,clean,automatic,,sedan,blue,ar,36.146286,-95.761017
5995,2009.0,saturn,vue,,,gas,146091.0,clean,automatic,,other,blue,ar,36.146286,-95.761017
