price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
10000,2011.0,nissan,altima,excellent,4 cylinders,gas,76930.0,clean,automatic,fwd,sedan,black,va,37.7284,-77.5544
37583,2015.0,toyota,tundra,,8 cylinders,gas,84462.0,clean,automatic,4wd,truck,white,va,,
32200,2017.0,toyota,tacoma sr5,like new,6 cylinders,gas,66417.0,clean,automatic,4wd,pickup,silver,va,37.13284,-95.78558
4500,2008.0,audi,a4 avant,excellent,4 cylinders,gas,163780.0,clean,automatic,4wd,wagon,blue,va,37.631,-77.546
4200,2006.0,ford,escape hybrid,excellent,4 cylinders,hybrid,169938.0,clean,automatic,4wd,SUV,silver,va,37.13284,-95.78558
3500,2010.0,hyundai,sonata,good,4 cylinders,gas,186550.0,clean,manual,fwd,sedan,silver,va,37.6628,-77.534
0,2017.0,ford,f-150,,,gas,41662.0,clean,automatic,fwd,pickup,,va,38.25712,-77.49572
0,2015.0,ford,f-250,,,diesel,82422.0,clean,automatic,fwd,pickup,white,va,38.25712,-77.49572
0,2015.0,honda,cr-v,,,gas,48265.0,clean,automatic,,SUV,,va,38.25712,-77.49572
8650,2010.0,subaru,outback,excellent,,gas,112991.0,clean,automatic,4wd,wagon,green,va,38.337032,-77.482903
8999,2008.0,nissan,titan,excellent,8 cylinders,gas,234451.0,clean,automatic,4wd,,white,va,38.337032,-77.482903
12950,2013.0,subaru,impreza,excellent,,gas,142222.0,clean,manual,4wd,wagon,grey,va,38.337032,-77.482903
10950,2016.0,jeep,renegade,excellent,,gas,105725.0,clean,automatic,4wd,SUV,black,va,38.337032,-77.482903
4999,2008.0,dodge,nitro,excellent,,gas,147088.0,clean,automatic,4wd,SUV,blue,va,38.337032,-77.482903
6999,2011.0,dodge,journey,excellent,,gas,139030.0,clean,automatic,fwd,SUV,silver,va,38.337032,-77.482903
12950,2011.0,bmw,5 series,excellent,,gas,121485.0,clean,automatic,4wd,sedan,black,va,38.337032,-77.482903
4999,2006.0,toyota,prius,excellent,,hybrid,137241.0,clean,automatic,fwd,hatchback,black,va,38.337032,-77.482903
0,2013.0,toyota,fj cruiser,,6 cylinders,gas,122713.0,clean,automatic,4wd,SUV,white,va,,
0,2020.0,chevrolet,silverado,,,gas,13822.0,clean,automatic,4wd,pickup,black,va,38.25712,-77.49572
