price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
17510,2017.0,volkswagen,tiguan limited,,,gas,31605.0,clean,automatic,,SUV,black,oh,39.149003,-84.465916
59688,2014.0,chevrolet,camaro,,,gas,6494.0,clean,manual,rwd,,yellow,oh,39.187084,-84.653308
16488,2020.0,toyota,corolla,,,gas,45332.0,clean,automatic,fwd,,silver,oh,39.187084,-84.653308
30990,2019.0,honda,ridgeline sport pickup 4d,good,6 cylinders,gas,13652.0,clean,other,,pickup,black,oh,39.09,-84.51
17990,2012.0,volkswagen,touareg tdi sport suv,good,6 cylinders,gas,93185.0,clean,other,,other,white,oh,39.09,-84.51
1600,2000.0,toyota,sienna xle,good,6 cylinders,gas,263600.0,clean,automatic,fwd,mini-van,,oh,38.9941,-84.642
6450,2008.0,gmc,envoy,,6 cylinders,gas,167885.0,clean,automatic,4wd,SUV,black,oh,38.678459,-84.600891
5800,2012.0,dodge,grand caravan,good,6 cylinders,gas,160000.0,clean,automatic,fwd,mini-van,black,oh,39.385611,-84.450376
19995,2014.0,cadillac,cts 3.6l luxury,excellent,6 cylinders,gas,54347.0,,automatic,,sedan,,oh,39.329991,-84.515947
6495,2009.0,dodge,journey sxt,excellent,6 cylinders,gas,134438.0,,automatic,4wd,SUV,,oh,39.297045,-84.563243
14995,2014.0,ford,focus sthatchback,excellent,4 cylinders,gas,88270.0,,manual,,hatchback,,oh,39.329991,-84.515947
2500,2001.0,,Oldsmobile Alero,good,6 cylinders,gas,108000.0,clean,automatic,fwd,sedan,blue,oh,39.1848,-84.3448
8500,2008.0,acura,mdx,good,6 cylinders,gas,203000.0,clean,automatic,4wd,SUV,grey,oh,39.188,-84.458
4995,2002.0,nissan,pathfinder se 4x4,excellent,6 cylinders,gas,193000.0,clean,automatic,4wd,SUV,blue,oh,39.188,-84.458
5500,2003.0,ford,f-150,good,8 cylinders,gas,150000.0,clean,automatic,4wd,pickup,black,oh,39.4293,-84.1735
17800,2016.0,,Mazda3 S GT,excellent,4 cylinders,gas,42500.0,clean,manual,fwd,sedan,red,oh,39.39398,-84.396222
5995,2003.0,toyota,celica gt-s,excellent,4 cylinders,gas,143005.0,,automatic,,sedan,,oh,39.297045,-84.563243
8495,2004.0,jeep,grand cherokee,,,gas,70997.0,clean,automatic,fwd,SUV,red,oh,39.355403,-84.396202
7500,1975.0,chevrolet,corvette,good,8 cylinders,gas,139000.0,clean,automatic,rwd,coupe,blue,oh,39.211831,-84.463811
4500,2011.0,nissan,altima 2.5 s,good,4 cylinders,gas,120000.0,clean,automatic,fwd,coupe,silver,oh,39.1539,-84.3854
5500,2008.0,ford,focus se,excellent,4 cylinders,gas,80300.0,clean,automatic,,,,oh,39.5151,-84.3983
6995,2013.0,ford,fusion,,,gas,129566.0,clean,automatic,,sedan,silver,oh,39.355403,-84.396202
2350,2010.0,chevrolet,malibu,fair,,gas,200000.0,clean,automatic,,sedan,grey,oh,39.2045,-84.5799
14900,2012.0,ford,econoline,like new,8 cylinders,gas,71180.0,clean,automatic,rwd,van,white,oh,41.101694,-81.456137
8995,2005.0,porsche,cayenne turbo,excellent,8 cylinders,gas,130075.0,,automatic,4wd,SUV,,oh,39.297045,-84.563243
7800,2010.0,mercedes-benz,benz r 350,excellent,6 cylinders,gas,180000.0,clean,automatic,4wd,SUV,grey,oh,39.188,-84.458
8700,2009.0,mercedes-benz,benz e350 4matic,good,6 cylinders,gas,136000.0,clean,automatic,4wd,sedan,black,oh,39.188,-84.458
35990,2020.0,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,1548.0,clean,other,rwd,coupe,black,oh,39.09,-84.51
8000,1997.0,ford,f-350,fair,8 cylinders,diesel,197000.0,rebuilt,automatic,rwd,truck,white,oh,38.9941,-84.642
