price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
12496,2016.0,nissan,altima 2.5,excellent,4 cylinders,gas,67472.0,,other,,sedan,,oh,39.884989,-82.967588
13500,2014.0,ford,escape titanium,good,4 cylinders,gas,73000.0,clean,automatic,rwd,,blue,oh,39.66346,-83.908939
17875,1995.0,chevrolet,corvette,,,gas,85970.0,clean,automatic,,convertible,green,oh,27.907158,-82.787506
26590,2018.0,mitsubishi,outlander phev sel,good,,hybrid,22289.0,clean,other,4wd,other,,oh,39.77,-84.19
8900,1992.0,,Pierce Dash,good,,diesel,160065.0,clean,automatic,rwd,truck,red,oh,39.8324,-84.8936
5900,2010.0,toyota,prius hybrid hatchback,excellent,4 cylinders,gas,177000.0,clean,automatic,fwd,sedan,blue,oh,39.8324,-84.8936
2900,2002.0,mercedes-benz,e320 4matic,good,6 cylinders,gas,170755.0,clean,automatic,4wd,sedan,silver,oh,39.8324,-84.8936
19590,2018.0,honda,civic lx coupe 2d,good,,gas,35931.0,clean,other,fwd,coupe,white,oh,39.77,-84.19
22999,2015.0,mercedes-benz,c-class,,,gas,68085.0,clean,automatic,,sedan,black,oh,39.76807,-84.19472
22990,2018.0,acura,ilx special edition sedan,good,,gas,15667.0,clean,other,fwd,sedan,black,oh,39.77,-84.19
42991,2019.0,mercedes-benz,gle 400 4matic,excellent,6 cylinders,gas,31589.0,,automatic,4wd,SUV,,oh,39.884989,-82.967588
9950,2012.0,toyota,sienna le,excellent,6 cylinders,gas,158000.0,clean,automatic,fwd,van,red,oh,39.93716,-84.024989
6950,2011.0,,HYUNDIA SONATA,excellent,4 cylinders,gas,135682.0,clean,automatic,fwd,,blue,oh,39.93,-84.0217
34590,2019.0,cadillac,xt5 sport utility 4d,good,,other,5400.0,clean,other,fwd,other,silver,oh,39.77,-84.19
24990,2016.0,hyundai,genesis 3.8 sedan 4d,good,,other,34813.0,clean,other,rwd,sedan,black,oh,39.77,-84.19
5000,2010.0,dodge,avenger,good,4 cylinders,gas,117600.0,clean,automatic,fwd,sedan,grey,oh,39.7862,-84.1622
35592,2019.0,ford,transit,,,gas,28566.0,clean,automatic,,van,white,oh,39.76807,-84.19472
20990,2014.0,honda,civic si coupe 2d,good,,other,31605.0,clean,other,,coupe,white,oh,39.77,-84.19
