price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
7995,2011.0,ford,fusion,,,gas,114921.0,clean,automatic,fwd,sedan,,or,45.523091,-122.578615
9990,2012.0,ford,fusion,,,gas,92687.0,clean,automatic,,sedan,black,or,44.083056,-123.153025
21999,2017.0,hyundai,tucson,,4 cylinders,gas,42375.0,clean,automatic,4wd,SUV,grey,or,44.05278,-123.128308
10990,2003.0,ford,ranger,,,gas,132500.0,clean,automatic,4wd,pickup,silver,or,44.083056,-123.153025
41999,2014.0,ram,3500,,6 cylinders,diesel,104411.0,clean,automatic,4wd,truck,blue,or,44.046116,-122.970538
33999,2014.0,chevrolet,silverado 1500,,8 cylinders,gas,112541.0,clean,automatic,4wd,truck,black,or,44.046116,-122.970538
10300,2015.0,toyota,prius,,4 cylinders,gas,53000.0,rebuilt,automatic,4wd,,,or,45.668979,-122.582188
10200,2015.0,nissan,rogue,excellent,4 cylinders,gas,48000.0,rebuilt,automatic,4wd,SUV,black,or,45.604885,-122.552147
10300,2015.0,toyota,prius,excellent,4 cylinders,gas,55000.0,rebuilt,automatic,,,black,or,45.57269,-122.55249
20990,2002.0,gmc,sierra,,,diesel,177250.0,clean,automatic,4wd,pickup,white,or,44.083056,-123.153025
16495,2015.0,subaru,outback limited,excellent,4 cylinders,gas,65486.0,rebuilt,automatic,4wd,wagon,,or,45.4762,-122.5596
116,2006.0,toyota,corolla 4dr sdn xrs manu,,4 cylinders,gas,202561.0,clean,manual,fwd,sedan,,or,44.045388,-123.01398
177,2012.0,hyundai,veloster w/black int,,,other,69048.0,clean,automatic,,,black,or,43.7839,-123.0529
354,2019.0,chevrolet,bolt ev lt,,,other,10206.0,clean,automatic,,,,or,43.7839,-123.0529
7995,2006.0,subaru,impreza,,,gas,135300.0,clean,automatic,,sedan,,or,44.083056,-123.153025
22995,2012.0,ram,1500 slt,excellent,8 cylinders,gas,95066.0,clean,automatic,4wd,truck,red,or,44.046045,-122.995506
10995,2004.0,jeep,wrangler sport,good,6 cylinders,gas,173665.0,clean,manual,4wd,SUV,black,or,44.046045,-122.995506
853,2019.0,ram,2500 big horn,,8 cylinders,other,21942.0,clean,automatic,,,white,or,43.7839,-123.0529
167,2011.0,gmc,acadia 4dr sl,,6 cylinders,gas,135210.0,clean,automatic,4wd,SUV,,or,44.0665,-123.080966
129,1997.0,toyota,tacoma xtracab manual,,4 cylinders,gas,214124.0,clean,automatic,rwd,,,or,44.045388,-123.01398
724,2015.0,ram,2500 tradesman,,,other,79097.0,clean,automatic,,,white,or,43.7839,-123.0529
25000,2008.0,ford,f350,excellent,8 cylinders,diesel,155000.0,clean,automatic,4wd,truck,,or,44.0682,-123.0819
35990,2010.0,ram,,,,diesel,116844.0,clean,automatic,4wd,pickup,white,or,44.083056,-123.153025
8990,1998.0,gmc,sierra,,,gas,140423.0,clean,automatic,fwd,pickup,black,or,44.083056,-123.153025
10999,2011.0,hyundai,tucson,,4 cylinders,gas,132778.0,clean,automatic,4wd,SUV,,or,44.05278,-123.128308
451,2010.0,toyota,tacoma base,,6 cylinders,other,106124.0,clean,automatic,,,,or,43.7839,-123.0529
0,2017.0,ford,c-max hybrid,,4 cylinders,hybrid,67575.0,clean,automatic,fwd,hatchback,,or,44.052167,-123.120453
167,2014.0,ford,flex,,6 cylinders,gas,90391.0,clean,automatic,fwd,SUV,,or,44.045388,-123.01398
1095,2019.0,ram,3500 big horn,,,other,19443.0,clean,automatic,,,,or,43.7839,-123.0529
219,2019.0,ford,fiesta se hatch,,4 cylinders,gas,33926.0,clean,automatic,fwd,sedan,,or,44.0665,-123.080966
5990,2002.0,jeep,grand cherokee,,,gas,180844.0,clean,automatic,4wd,SUV,green,or,44.083056,-123.153025
0,2018.0,rover,discovery sport,,4 cylinders,gas,18949.0,clean,automatic,4wd,SUV,,or,44.052167,-123.120453
