price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
13295,2013.0,ford,econoline e-150,excellent,8 cylinders,gas,141955.0,clean,automatic,,van,white,id,43.611316,-116.243699
35000,2017.0,ford,step van,,,gas,72000.0,rebuilt,automatic,,,,id,45.5142,-122.4985
0,2020.0,nissan,rogue,,,gas,43993.0,clean,automatic,,,,id,43.6322,-116.2052
12995,2004.0,toyota,tundra sr5,,,gas,204854.0,clean,automatic,,,,id,43.639348,-116.262821
6795,2009.0,saturn,vue,,,gas,104738.0,clean,automatic,,,,id,43.639348,-116.262821
3495,2003.0,hyundai,elentra,,,gas,106000.0,clean,manual,,,,id,43.639348,-116.262821
1,2021.0,,various,,,other,0.0,clean,other,,,,id,43.60497,-116.61189
0,2017.0,toyota,rav4,,,gas,50652.0,clean,automatic,,,,id,43.6322,-116.2052
24991,2012.0,ram,,,,gas,73424.0,clean,automatic,4wd,pickup,red,id,38.597771,-121.403061
9491,2017.0,ford,focus se,excellent,4 cylinders,gas,74098.0,clean,automatic,fwd,sedan,grey,id,43.60497,-116.61189
0,2017.0,dodge,journey,,,gas,29859.0,clean,automatic,,,,id,43.6322,-116.2052
0,2017.0,ford,f-350,,8 cylinders,diesel,81934.0,clean,automatic,4wd,truck,,id,45.407237,-122.625196
0,2000.0,chevrolet,suburban,,,gas,73050.0,clean,automatic,,,,id,43.6322,-116.2052
19500,2018.0,volkswagen,tiguan,excellent,,gas,1.0,clean,automatic,4wd,SUV,,id,43.634,-116.3419
15491,2012.0,toyota,highlander,excellent,,gas,1.0,clean,automatic,4wd,SUV,white,id,43.634,-116.3419
0,2014.0,toyota,tacoma,excellent,,gas,,clean,automatic,4wd,pickup,,id,43.634,-116.3419
0,2015.0,subaru,forester,excellent,,gas,,clean,automatic,4wd,SUV,,id,43.634,-116.3419
0,2012.0,ram,2500,excellent,,gas,,clean,automatic,4wd,pickup,black,id,43.634,-116.3419
0,2012.0,ram,1500,excellent,,gas,,clean,automatic,4wd,pickup,red,id,43.634,-116.3419
0,2013.0,ram,1500,excellent,,gas,,clean,automatic,4wd,pickup,,id,43.634,-116.3419
20991,2016.0,mazda,cx-5,excellent,,gas,1.0,clean,automatic,4wd,SUV,,id,43.634,-116.3419
