price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
6000,,,,,,,,,,,,,az,,
11900,,,,,,,,,,,,,ar,,
21000,,,,,,,,,,,,,fl,,
1500,,,,,,,,,,,,,ma,,
4900,,,,,,,,,,,,,nc,,
1600,,,,,,,,,,,,,ny,,
1000,,,,,,,,,,,,,ny,,
15995,,,,,,,,,,,,,ny,,
5000,,,,,,,,,,,,,or,,
3000,,,,,,,,,,,,,pa,,
0,,,,,,,,,,,,,tx,,
0,,,,,,,,,,,,,tx,,
0,,,,,,,,,,,,,tx,,
0,,,,,,,,,,,,,tx,,
0,,,,,,,,,,,,,tx,,
13995,,,,,,,,,,,,,wa,,
24999,,,,,,,,,,,,,wa,,
21850,,,,,,,,,,,,,wa,,
26850,,,,,,,,,,,,,wa,,
11999,,,,,,,,,,,,,wa,,
24999,,,,,,,,,,,,,wa,,
21850,,,,,,,,,,,,,wa,,
26850,,,,,,,,,,,,,wa,,
11999,,,,,,,,,,,,,wa,,
24999,,,,,,,,,,,,,wa,,
21850,,,,,,,,,,,,,wa,,
500,,,,,,,,,,,,,wi,,
33590,2014.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923.0,clean,other,,pickup,white,al,32.59,-85.48
22590,2010.0,chevrolet,silverado 1500,good,8 cylinders,gas,71229.0,clean,other,,pickup,blue,al,32.59,-85.48
39590,2020.0,chevrolet,silverado 1500 crew,good,8 cylinders,gas,19160.0,clean,other,,pickup,red,al,32.59,-85.48
30990,2017.0,toyota,tundra double cab sr,good,8 cylinders,gas,41124.0,clean,other,,pickup,red,al,32.59,-85.48
15000,2013.0,ford,f-150 xlt,excellent,6 cylinders,gas,128000.0,clean,automatic,rwd,truck,black,al,32.592,-85.5189
27990,2012.0,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696.0,clean,other,4wd,pickup,black,al,32.59,-85.48
34590,2016.0,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499.0,clean,other,4wd,pickup,silver,al,32.59,-85.48
35000,2019.0,toyota,tacoma,excellent,6 cylinders,gas,43000.0,clean,automatic,4wd,truck,grey,al,32.6013,-85.443974
29990,2016.0,chevrolet,colorado extended cab,good,6 cylinders,gas,17302.0,clean,other,4wd,pickup,red,al,32.59,-85.48
38590,2011.0,chevrolet,corvette grand sport,good,8 cylinders,gas,30237.0,clean,other,rwd,other,red,al,32.59,-85.48
4500,1992.0,jeep,cherokee,excellent,6 cylinders,gas,192000.0,clean,automatic,4wd,,,al,32.6454,-85.3783
32990,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,30041.0,clean,other,4wd,other,silver,al,32.59,-85.48
24590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784.0,clean,other,,pickup,white,al,32.59,-85.48
30990,2016.0,chevrolet,colorado crew cab z71,good,,other,34940.0,clean,other,4wd,pickup,blue,al,32.59,-85.48
27990,2014.0,toyota,tacoma access cab pickup,good,,other,17805.0,clean,other,,pickup,red,al,32.59,-85.48
37990,2016.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,9704.0,clean,other,rwd,coupe,red,al,32.59,-85.48
33590,2014.0,toyota,tundra crewmax sr5 pickup,good,,other,55251.0,clean,other,,pickup,red,al,32.59,-85.48
30990,2019.0,ford,ranger supercrew xl pickup,good,,other,1834.0,clean,other,,pickup,black,al,32.59,-85.48
27990,2018.0,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,37332.0,clean,other,4wd,pickup,silver,al,32.59,-85.48
0,2011.0,jeep,compass,excellent,,gas,99615.0,clean,automatic,,SUV,,al,32.5475,-85.4682
34590,2018.0,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,20856.0,clean,other,,pickup,white,al,32.59,-85.48
30590,2016.0,toyota,tacoma double cab sr5,good,,other,30176.0,clean,other,,pickup,red,al,32.59,-85.48
32990,2020.0,jeep,wrangler sport suv 2d,good,,gas,20581.0,clean,other,4wd,SUV,silver,al,32.59,-85.48
38990,2020.0,ford,f150 supercrew cab xlt,good,6 cylinders,gas,12231.0,clean,other,,pickup,,al,32.59,-85.48
22590,2017.0,ram,1500 regular cab tradesman,good,8 cylinders,gas,39508.0,clean,other,,pickup,white,al,32.59,-85.48
31590,2020.0,mazda,mx-5 miata club,good,,gas,2195.0,clean,other,rwd,other,,al,32.59,-85.48
27990,2020.0,ford,ranger supercab xl pickup,good,,gas,10688.0,clean,other,,pickup,white,al,32.59,-85.48
31590,2019.0,cadillac,xt4 sport suv 4d,good,,other,12102.0,clean,other,fwd,hatchback,black,al,32.59,-85.48
19900,2004.0,ford,f250 super duty,good,8 cylinders,diesel,88000.0,clean,automatic,4wd,pickup,blue,al,32.5475,-85.4682
16590,2016.0,jeep,renegade sport suv 4d,good,,gas,35835.0,clean,other,4wd,other,red,al,32.59,-85.48
26990,2016.0,ford,f150 regular cab xl pickup,good,6 cylinders,gas,14230.0,clean,other,,pickup,black,al,32.59,-85.48
25590,2015.0,gmc,sierra 1500 regular cab,good,6 cylinders,other,35290.0,clean,other,,pickup,white,al,32.59,-85.48
14000,2012.0,honda,odyssey,excellent,6 cylinders,gas,95000.0,clean,automatic,fwd,mini-van,silver,al,32.628739,-85.46182
28590,2018.0,ram,1500 quad cab express pickup,good,6 cylinders,other,30047.0,clean,other,,pickup,white,al,32.59,-85.48
24590,2013.0,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318.0,clean,other,,pickup,,al,32.59,-85.48
25990,2019.0,ram,1500 classic regular cab,good,8 cylinders,gas,12302.0,clean,other,,pickup,white,al,32.59,-85.48
34990,2018.0,ford,mustang gt premium,good,8 cylinders,gas,18650.0,clean,other,rwd,other,black,al,32.59,-85.48
27990,2017.0,chevrolet,colorado extended cab,good,,gas,22120.0,clean,other,,pickup,,al,32.59,-85.48
22500,2001.0,ford,f450,good,8 cylinders,diesel,144700.0,clean,manual,rwd,truck,white,al,32.6304,-85.4016
32990,2019.0,chevrolet,silverado 1500 ld,good,,other,6897.0,clean,other,,pickup,black,al,32.59,-85.48
31990,2013.0,toyota,tundra double cab pickup,good,8 cylinders,gas,55068.0,clean,other,4wd,pickup,,al,32.59,-85.48
29990,2014.0,chevrolet,silverado 1500 double,good,8 cylinders,gas,26129.0,clean,other,4wd,pickup,brown,al,32.59,-85.48
23990,2016.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,41568.0,clean,other,,pickup,white,al,32.59,-85.48
