price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
23995,2012.0,ford,f-350 super duty,excellent,,gas,91000.0,clean,automatic,4wd,pickup,white,me,43.188723,-71.504929
16995,2010.0,toyota,tacoma,excellent,,gas,152000.0,clean,automatic,4wd,pickup,silver,me,43.188723,-71.504929
20995,2011.0,toyota,tacoma,excellent,,gas,118000.0,clean,automatic,4wd,pickup,grey,me,43.188723,-71.504929
21995,2012.0,toyota,tacoma,excellent,,gas,112000.0,clean,automatic,4wd,pickup,red,me,43.188723,-71.504929
13995,2014.0,toyota,rav4,excellent,,gas,118000.0,clean,automatic,4wd,SUV,blue,me,43.188723,-71.504929
15495,2010.0,toyota,tacoma,excellent,,gas,174000.0,clean,automatic,4wd,pickup,black,me,43.188723,-71.504929
13995,2015.0,toyota,rav4,excellent,,gas,119000.0,clean,automatic,4wd,SUV,red,me,43.188723,-71.504929
20995,2012.0,toyota,tacoma,excellent,,gas,121000.0,clean,automatic,4wd,pickup,red,me,43.188723,-71.504929
9995,2009.0,toyota,rav4,excellent,,gas,118000.0,clean,automatic,4wd,SUV,red,me,43.188723,-71.504929
15995,2009.0,toyota,tacoma,excellent,,gas,152000.0,clean,automatic,4wd,pickup,brown,me,43.188723,-71.504929
23995,2014.0,gmc,sierra 1500,excellent,,gas,102000.0,clean,automatic,4wd,pickup,green,me,43.188723,-71.504929
15995,2009.0,toyota,tacoma,excellent,,gas,139000.0,clean,automatic,4wd,pickup,silver,me,43.188723,-71.504929
9995,2011.0,toyota,rav4,excellent,,gas,110000.0,clean,automatic,4wd,SUV,white,me,43.188723,-71.504929
31000,2016.0,dodge,grand caravan,,,gas,34133.0,clean,automatic,,,,me,44.4993,-69.9903
9995,2004.0,ford,f150 lariat supercrew 4x4,like new,8 cylinders,gas,200000.0,clean,automatic,4wd,,,me,43.0921,-70.7429
22995,2013.0,toyota,tacoma,excellent,6 cylinders,gas,108455.0,clean,automatic,4wd,,,me,,
14995,2014.0,cadillac,ats,excellent,4 cylinders,gas,97779.0,clean,automatic,,,,me,,
1995,2005.0,chevrolet,silverado 1500 4x4,,,gas,156000.0,clean,automatic,4wd,,,me,43.0921,-70.7429
5995,2009.0,ford,ranger,good,4 cylinders,gas,91000.0,clean,manual,rwd,pickup,white,me,43.9684,-70.1846
5300,2006.0,mazda,rx-8,good,other,gas,119300.0,clean,manual,rwd,coupe,grey,me,44.0074,-69.6826
10000,1988.0,porsche,924s special edition,good,4 cylinders,gas,79264.0,clean,manual,rwd,,black,me,44.0397,-68.8368
22000,2015.0,subaru,wrx sti,,,gas,86000.0,clean,manual,,,,me,44.1071,-70.6539
11995,2010.0,ford,f-150 4x4,,8 cylinders,gas,140000.0,clean,automatic,4wd,,,me,43.0921,-70.7429
4000,1998.0,bmw,z3 convertible,excellent,4 cylinders,gas,112000.0,clean,automatic,rwd,convertible,blue,me,44.4645,-68.7111
99,2020.0,kia,soul,,,gas,26502.0,clean,automatic,fwd,hatchback,grey,me,43.244,-71.4105
99,2016.0,dodge,durango,,,gas,80743.0,clean,automatic,,,,me,42.7846,-71.2176
99,2017.0,kia,sorento,,,gas,39978.0,clean,automatic,4wd,,custom,me,43.244,-71.4105
99,2016.0,ford,f-250sd,,,other,34997.0,clean,automatic,4wd,,green,me,43.244,-71.4105
30000,2015.0,ford,f250 super duty lariat,,8 cylinders,gas,154000.0,clean,automatic,4wd,,,me,42.8356,-71.0934
0,2017.0,subaru,xv crosstrek 2.0i limited,excellent,4 cylinders,gas,107630.0,clean,automatic,4wd,hatchback,grey,me,43.7811,-69.9955
3000,2011.0,jeep,grand cherokee,,,gas,191112.0,parts only,automatic,4wd,SUV,green,me,44.5378,-69.6283
8000,2013.0,toyota,prius,excellent,4 cylinders,hybrid,120000.0,clean,automatic,fwd,hatchback,black,me,44.6653,-70.1329
6700,2013.0,,hundai elantra,excellent,4 cylinders,gas,115170.0,clean,automatic,,sedan,grey,me,43.6318,-70.2709
99,1987.0,mercedes-benz,500-class,,,gas,56649.0,clean,automatic,rwd,convertible,silver,me,43.244,-71.4105
99,2009.0,dodge,charger,,,gas,129360.0,clean,automatic,rwd,sedan,,me,42.7846,-71.2176
0,2014.0,jeep,grand cherokee limited 4x4,excellent,6 cylinders,gas,99720.0,clean,automatic,4wd,SUV,black,me,43.7811,-69.9955
32900,2016.0,chevrolet,silverado 2500 hd,excellent,8 cylinders,gas,76000.0,clean,automatic,4wd,pickup,black,me,42.8874,-71.302
34500,2015.0,chevrolet,tahoe lt,like new,8 cylinders,gas,74319.0,lien,automatic,4wd,SUV,white,me,45.29525,-69.12438
6400,2000.0,ford,mustang convertible,good,6 cylinders,gas,108178.0,clean,automatic,rwd,convertible,red,me,43.373496,-70.552345
99,2017.0,hyundai,elantra gt,,,gas,59327.0,clean,automatic,fwd,hatchback,blue,me,43.244,-71.4105
17995,2020.0,honda,civic,,,gas,70688.0,clean,automatic,fwd,sedan,blue,me,42.756205,-71.210258
99,2018.0,hyundai,elantra,,,gas,27180.0,clean,automatic,fwd,sedan,grey,me,43.244,-71.4105
99,2018.0,chevrolet,silverado 1500,,,other,42340.0,clean,automatic,4wd,,silver,me,42.7846,-71.2176
99,2018.0,chevrolet,cruze,,,gas,30060.0,clean,automatic,fwd,sedan,custom,me,43.244,-71.4105
16990,2015.0,toyota,rav4 le awd,excellent,4 cylinders,gas,62500.0,clean,automatic,4wd,,white,me,43.269928,-70.859702
6495,2010.0,mazda,3,excellent,4 cylinders,gas,98040.0,clean,automatic,fwd,sedan,black,me,42.701563,-71.314316
500,2005.0,,Ranger,,,gas,1111.0,clean,automatic,,,,me,44.0948,-70.239
9200,2016.0,chevrolet,cruze lt,excellent,4 cylinders,gas,106550.0,clean,automatic,fwd,,black,me,43.269928,-70.859702
