price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
11995,2014.0,chrysler,town & country touring,,6 cylinders,other,112067.0,clean,automatic,fwd,van,red,fl,27.29845,-82.488954
9995,2013.0,ford,escape,,4 cylinders,gas,113597.0,clean,automatic,fwd,SUV,blue,fl,27.352703,-82.526233
6995,2013.0,chevrolet,cruze,,4 cylinders,gas,136910.0,clean,automatic,fwd,sedan,black,fl,27.352703,-82.526233
4500,2008.0,nissan,sentra,excellent,4 cylinders,gas,128000.0,clean,automatic,fwd,sedan,silver,fl,27.0933,-82.4498
15991,2007.0,cadillac,escalade,excellent,8 cylinders,gas,103000.0,clean,automatic,rwd,SUV,black,fl,27.0933,-82.4498
10991,2012.0,subaru,forester,excellent,4 cylinders,gas,65000.0,clean,automatic,4wd,sedan,blue,fl,27.0933,-82.4498
10991,2009.0,cadillac,sts,excellent,6 cylinders,gas,49000.0,clean,manual,rwd,sedan,,fl,27.0933,-82.4498
29900,2018.0,dodge,grand caravan sxt,excellent,6 cylinders,gas,25452.0,,automatic,,van,,fl,27.270402,-82.530222
7197,2012.0,ford,focus sel,,4 cylinders,gas,90320.0,clean,automatic,fwd,hatchback,red,fl,27.29845,-82.488954
10991,2014.0,gmc,terrain,excellent,4 cylinders,gas,85000.0,clean,manual,fwd,SUV,white,fl,27.0933,-82.4498
28900,2011.0,ford,super duty f-250 srw,excellent,8 cylinders,diesel,157605.0,clean,automatic,4wd,pickup,,fl,27.481331,-82.571899
15900,2011.0,lexus,rx 350,excellent,6 cylinders,gas,84262.0,clean,automatic,4wd,SUV,black,fl,27.481331,-82.571899
13900,2010.0,dodge,challenger,excellent,6 cylinders,gas,126888.0,clean,automatic,rwd,coupe,white,fl,27.481331,-82.571899
1,1975.0,,1975 Isuzu 117 Coupe,,,gas,38000.0,clean,manual,,,,fl,25.7791,-80.1978
1,1960.0,,1960 Lotus Elite,,,gas,34000.0,clean,manual,,,,fl,25.7791,-80.1978
4900,2005.0,jeep,grand cherokee,excellent,6 cylinders,gas,153000.0,clean,automatic,,SUV,white,fl,25.8301,-80.2926
3700,2005.0,honda,civic,like new,4 cylinders,gas,184700.0,clean,automatic,,sedan,black,fl,25.7343,-80.3588
4900,2011.0,kia,soul sport,excellent,4 cylinders,gas,132000.0,clean,manual,,sedan,,fl,25.8301,-80.2926
998,2020.0,ford,mustang,,,gas,30416.0,clean,automatic,,,,fl,26.031354,-80.143483
7950,2014.0,honda,civic,excellent,4 cylinders,gas,81000.0,clean,automatic,fwd,sedan,black,fl,25.78867,-80.112625
9699,2012.0,honda,odyssey ex-l,like new,,gas,120000.0,clean,automatic,4wd,van,grey,fl,25.9449,-80.1391
9395,2013.0,kia,optima 4dr sdn ex,like new,,gas,90000.0,clean,automatic,fwd,sedan,white,fl,26.2674,-80.2092
9495,2015.0,nissan,altima 2.5 s,like new,4 cylinders,gas,80000.0,clean,automatic,fwd,sedan,white,fl,26.1122,-80.2264
11899,2014.0,infiniti,q50 3.7 premium sedan,like new,,gas,100000.0,clean,automatic,4wd,sedan,white,fl,25.7022,-80.2978
9999,2014.0,honda,crv lx awd,like new,,gas,89000.0,clean,automatic,fwd,SUV,white,fl,25.9571,-80.1814
998,2018.0,,genesis g80,,,gas,37275.0,clean,automatic,,,,fl,26.03147,-80.143569
9700,2012.0,buick,enclave leather,like new,4 cylinders,gas,89000.0,clean,automatic,fwd,SUV,white,fl,26.2288,-80.1635
15999,2016.0,bmw,328i 328i,excellent,other,gas,74890.0,,automatic,,sedan,,fl,25.992692,-80.142182
4500,2018.0,mercedes-benz,e400 4matic awd co,like new,6 cylinders,gas,23175.0,clean,automatic,4wd,coupe,black,fl,25.99451,-80.207118
9700,2016.0,toyota,corolla,excellent,4 cylinders,gas,,clean,automatic,fwd,sedan,,fl,25.865473,-80.242783
2000,2017.0,buick,lacrosse premium,like new,6 cylinders,gas,75122.0,clean,automatic,fwd,sedan,black,fl,25.99451,-80.207118
17990,2015.0,bmw,335i,excellent,6 cylinders,gas,94000.0,clean,automatic,rwd,sedan,white,fl,25.9894,-80.2153
998,2019.0,dodge,charger,,,gas,22341.0,clean,automatic,,,,fl,26.031373,-80.143611
15880,2014.0,infiniti,q50 premium,excellent,6 cylinders,gas,88300.0,clean,automatic,rwd,sedan,black,fl,25.9894,-80.2153
10000,2010.0,bmw,135i convertible,excellent,6 cylinders,gas,104000.0,clean,automatic,rwd,convertible,black,fl,25.9894,-80.2153
