price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
38999,2017.0,ram,1500 express 4x4 gas,,,gas,24192.0,clean,automatic,4wd,truck,white,wa,47.65613,-117.236949
0,2015.0,toyota,rav4,,,gas,,clean,automatic,4wd,wagon,black,wa,47.443534,-120.326822
44999,2019.0,chevrolet,silverado 1500 custom,,,gas,25573.0,clean,automatic,4wd,truck,white,wa,47.65613,-117.236949
23980,2016.0,ram,1500,,8 cylinders,gas,127241.0,clean,automatic,4wd,truck,white,wa,47.692931,-117.411632
74999,2019.0,ford,lifted f350 deisel lariat,,,diesel,42581.0,clean,automatic,4wd,truck,black,wa,47.65613,-117.236949
57999,2015.0,ram,deisel cummins,,,diesel,16322.0,clean,automatic,4wd,truck,grey,wa,47.65613,-117.236949
0,2013.0,chevrolet,silverado,,,other,,clean,automatic,4wd,pickup,blue,wa,47.443534,-120.326822
64999,2019.0,gmc,sierra diesel durmax 3500,,,diesel,28154.0,clean,automatic,4wd,truck,white,wa,47.65613,-117.236949
34999,2015.0,ram,1500 sport 4x4 1/2 ton,,,gas,87801.0,clean,automatic,4wd,truck,blue,wa,47.65613,-117.236949
0,2016.0,ford,focus,,,other,,clean,manual,,sedan,black,wa,47.443534,-120.326822
47999,2018.0,nissan,titan xd pro-4x 4x4 auto,,,diesel,32437.0,clean,automatic,4wd,truck,grey,wa,47.65613,-117.236949
39999,2016.0,ram,1500 laramie 4x4 gas,,,gas,47597.0,clean,automatic,4wd,truck,blue,wa,47.65613,-117.236949
29999,2016.0,audi,a6 premium plus awd gas,,,gas,42923.0,clean,automatic,4wd,sedan,grey,wa,47.65613,-117.236949
53999,2020.0,jeep,lifted gladiator overland,,,gas,15181.0,clean,automatic,4wd,truck,red,wa,47.65613,-117.236949
0,2020.0,toyota,lifted tacoma sr 4x4 gas,,,gas,14523.0,clean,automatic,4wd,truck,grey,wa,47.65613,-117.236949
0,2012.0,volkswagen,tiguan,,4 cylinders,gas,147183.0,clean,automatic,fwd,SUV,blue,wa,47.692931,-117.411632
13980,2010.0,toyota,sienna,,6 cylinders,gas,136616.0,clean,automatic,4wd,van,grey,wa,47.692931,-117.411632
0,2015.0,ford,escape titanium 4x4 gas suv,,,gas,128116.0,clean,automatic,4wd,SUV,black,wa,47.65613,-117.236949
23980,2010.0,ford,f-150,,8 cylinders,gas,88664.0,clean,automatic,,truck,black,wa,47.692931,-117.411632
39624,2017.0,dodge,durango r/t awd gas suv,,,gas,22920.0,clean,automatic,4wd,SUV,white,wa,46.234838,-119.128015
34999,2014.0,toyota,tacoma trd off road 4x4,,,gas,67275.0,clean,automatic,4wd,truck,red,wa,46.234838,-119.128015
44507,2017.0,chevrolet,tahoe premier 4x4 gas,,,gas,69091.0,clean,automatic,4wd,SUV,white,wa,46.234838,-119.128015
23980,2011.0,infiniti,qx56,,8 cylinders,gas,95002.0,clean,automatic,4wd,SUV,white,wa,47.692931,-117.411632
13894,2017.0,jeep,compass latitude fwd gas,,,gas,80391.0,clean,automatic,fwd,SUV,red,wa,46.234838,-119.128015
64999,2020.0,ram,diesel cummins,,,diesel,11291.0,clean,automatic,4wd,truck,white,wa,46.234838,-119.128015
49999,2020.0,gmc,sierra 1500 elevation 4x4,,,gas,17952.0,clean,automatic,4wd,truck,white,wa,46.234838,-119.128015
23999,2018.0,jeep,renegade limited 4x4 gas,,,gas,26163.0,clean,automatic,4wd,SUV,blue,wa,46.234838,-119.128015
446,2016.0,ford,explorer platinum,excellent,6 cylinders,gas,37531.0,,automatic,4wd,SUV,,wa,47.717677,-117.411665
72665,2019.0,chevrolet,silverado duramax hd,,,diesel,29987.0,clean,automatic,4wd,truck,white,wa,46.234838,-119.128015
338,2017.0,acura,ilx leather,excellent,4 cylinders,gas,10205.0,,automatic,,sedan,,wa,47.717677,-117.411665
74999,2020.0,gmc,sierra deisel durmax 3500 hd,,,diesel,11103.0,clean,automatic,4wd,truck,white,wa,46.234838,-119.128015
