price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
20990,2020.0,kia,soul s wagon 4d,good,,gas,2421.0,clean,other,fwd,wagon,black,ky,36.97,-86.44
30990,2018.0,mercedes-benz,metris passenger,good,,gas,7896.0,clean,other,rwd,van,black,ky,36.97,-86.44
29590,2018.0,lincoln,continental select sedan,good,6 cylinders,other,33047.0,clean,automatic,,sedan,white,ky,36.97,-86.44
25990,2018.0,alfa-romeo,romeo stelvio sport suv 4d,good,,other,64330.0,clean,other,,hatchback,black,ky,36.97,-86.44
27590,2018.0,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,41119.0,clean,automatic,,SUV,blue,ky,36.97,-86.44
28500,2017.0,ram,1500,good,8 cylinders,gas,71000.0,rebuilt,automatic,4wd,truck,red,ky,37.1161,-85.2656
33590,2014.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923.0,clean,other,,pickup,white,ky,38.04,-84.45
37990,2016.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,9704.0,clean,other,rwd,coupe,red,ky,38.04,-84.45
27990,2014.0,toyota,tacoma access cab pickup,good,,other,17805.0,clean,other,,pickup,red,ky,38.04,-84.45
28990,2017.0,bmw,4 series 440i xdrive gran,good,,gas,49355.0,clean,automatic,,coupe,,ky,38.04,-84.45
25950,2018.0,ford,f-150,,8 cylinders,gas,21260.0,salvage,automatic,4wd,pickup,grey,ky,25.827103,-80.24152
34990,2018.0,jeep,grand cherokee trailhawk,good,6 cylinders,gas,37509.0,clean,other,4wd,other,black,ky,38.04,-84.45
27990,2012.0,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696.0,clean,other,4wd,pickup,black,ky,38.04,-84.45
31590,2020.0,mazda,mx-5 miata club,good,,gas,2195.0,clean,other,rwd,other,,ky,38.04,-84.45
34590,2016.0,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499.0,clean,other,4wd,pickup,silver,ky,38.04,-84.45
15990,2017.0,ford,c-max hybrid se wagon 4d,good,,hybrid,48195.0,clean,other,fwd,wagon,blue,ky,38.04,-84.45
34590,2015.0,ford,mustang gt premium,good,8 cylinders,gas,30970.0,clean,other,rwd,other,white,ky,38.04,-84.45
25990,2014.0,gmc,sierra 1500 regular cab,good,6 cylinders,gas,15575.0,clean,other,,pickup,brown,ky,38.04,-84.45
39990,2018.0,jeep,wrangler unlimited all new,good,6 cylinders,other,15688.0,clean,other,4wd,other,silver,ky,38.04,-84.45
12900,2014.0,hyundai,santa fe limited,like new,6 cylinders,gas,111800.0,clean,automatic,4wd,SUV,grey,ky,37.946,-82.696
29990,2017.0,jeep,wrangler sport suv 2d,good,6 cylinders,gas,22947.0,clean,other,4wd,other,,ky,38.04,-84.45
9990,2008.0,lincoln,"08' mkz 79,000 miles!",like new,6 cylinders,gas,79000.0,clean,automatic,,sedan,red,ky,38.4722,-82.6461
33590,2014.0,toyota,tundra crewmax sr5 pickup,good,,other,55251.0,clean,other,,pickup,red,ky,38.04,-84.45
30990,2019.0,ford,ranger supercrew xl pickup,good,,gas,5468.0,clean,other,,pickup,white,ky,38.04,-84.45
30990,2014.0,ford,f150 supercrew cab fx4,good,,other,67344.0,clean,other,4wd,pickup,orange,ky,38.04,-84.45
8900,2010.0,toyota,camry se,good,4 cylinders,gas,55154.0,clean,automatic,,,,ky,37.3052,-83.9711
0,2014.0,ram,,,,diesel,0.0,clean,automatic,,other,white,ky,,
13900,2008.0,ford,f350 xl,,,gas,59000.0,clean,automatic,,,,ky,42.117656,-88.437469
24590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784.0,clean,other,,pickup,white,ky,38.04,-84.45
31990,2017.0,gmc,sierra 1500 double cab,good,6 cylinders,gas,31496.0,clean,automatic,4wd,pickup,black,ky,38.04,-84.45
32990,2019.0,ford,f150 super cab xlt pickup,good,6 cylinders,gas,22769.0,clean,other,,pickup,black,ky,38.04,-84.45
