price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,lat,long
1,2010.0,,-,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,,,oh,37.679473,-97.335938
19590,2019.0,mitsubishi,eclipse cross sel,good,,gas,33824.0,clean,other,4wd,hatchback,brown,oh,41.47,-81.67
31590,2016.0,bmw,5 series 535i xdrive sedan,good,,gas,13485.0,clean,other,,sedan,black,oh,41.47,-81.67
11990,2008.0,volvo,c70 convertible,,,gas,73000.0,clean,automatic,fwd,,,oh,41.422289,-81.498703
5000,1973.0,chevrolet,suburban,good,8 cylinders,gas,343862.0,clean,automatic,,SUV,red,oh,41.3853,-81.7044
37500,2011.0,cadillac,cts-v,like new,8 cylinders,gas,65640.0,clean,automatic,rwd,sedan,black,oh,41.3921,-81.5232
17500,1994.0,volvo,,good,,diesel,133052.0,clean,manual,,,red,oh,41.3853,-81.7044
13988,2016.0,lincoln,mkc,excellent,4 cylinders,gas,122025.0,clean,automatic,4wd,SUV,red,oh,41.24643,-81.35853
14990,2011.0,toyota,venza wagon 4d,good,6 cylinders,gas,103064.0,clean,other,fwd,wagon,green,oh,41.47,-81.67
25990,2019.0,gmc,acadia slt-2 sport utility,good,6 cylinders,gas,70640.0,clean,other,fwd,SUV,white,oh,41.47,-81.67
0,2014.0,chevrolet,cruze lt,like new,4 cylinders,gas,101000.0,clean,automatic,fwd,,red,oh,41.503933,-81.690005
0,2007.0,ram,1500,good,8 cylinders,gas,170000.0,clean,automatic,4wd,,,oh,41.5636,-81.5733
0,2012.0,kia,optima lx,excellent,,gas,125000.0,clean,automatic,fwd,,silver,oh,41.5636,-81.5733
0,2011.0,ford,edge,excellent,6 cylinders,gas,140000.0,clean,automatic,4wd,,silver,oh,41.5636,-81.5733
19499,2016.0,mercedes-benz,cla,excellent,4 cylinders,gas,72538.0,clean,automatic,fwd,sedan,,oh,41.038965,-81.575742
0,2007.0,toyota,camry se,excellent,4 cylinders,gas,191000.0,clean,automatic,,,grey,oh,41.5636,-81.5733
0,2014.0,dodge,charger sxt,excellent,6 cylinders,gas,165000.0,clean,automatic,4wd,,black,oh,41.5636,-81.5733
0,2011.0,jeep,liberty,excellent,6 cylinders,gas,126250.0,clean,automatic,4wd,,white,oh,41.5636,-81.5733
0,2013.0,kia,sportage,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,,silver,oh,41.5636,-81.5733
0,2012.0,nissan,sentra,excellent,4 cylinders,gas,67000.0,clean,automatic,,,,oh,41.5636,-81.5733
0,2014.0,ford,fusion,excellent,,gas,143500.0,clean,automatic,fwd,,silver,oh,41.5636,-81.5733
0,2015.0,nissan,rouge,excellent,4 cylinders,gas,136900.0,clean,automatic,fwd,,,oh,41.5636,-81.5733
0,2011.0,mitsubishi,outlander,excellent,,gas,146278.0,clean,automatic,4wd,,,oh,41.5636,-81.5733
0,2011.0,ford,taurus se,excellent,6 cylinders,gas,127547.0,clean,automatic,fwd,,silver,oh,41.5636,-81.5733
0,2010.0,honda,accord ex,excellent,4 cylinders,gas,127199.0,clean,automatic,fwd,,black,oh,41.5636,-81.5733
500,2014.0,chevrolet,malibu,,,gas,10000.0,clean,automatic,,,,oh,41.463159,-81.646343
500,2011.0,jeep,grand cherokee,,,gas,80125.0,clean,automatic,,,,oh,41.463159,-81.646343
0,2013.0,ford,escape,excellent,,gas,136100.0,clean,automatic,fwd,,blue,oh,41.5636,-81.5733
0,2013.0,hyundai,elantra,excellent,4 cylinders,gas,138523.0,clean,automatic,fwd,,,oh,41.503933,-81.690005
0,2010.0,ford,escape limited,excellent,6 cylinders,gas,140900.0,clean,automatic,,,red,oh,41.5636,-81.5733
0,2009.0,honda,crv,excellent,4 cylinders,gas,184000.0,clean,automatic,4wd,,,oh,41.503933,-81.690005
0,2012.0,ford,focus,excellent,4 cylinders,gas,130522.0,clean,automatic,fwd,,,oh,41.5636,-81.5733
0,2014.0,chevrolet,sonic lt,excellent,4 cylinders,gas,101647.0,clean,automatic,fwd,,red,oh,41.503933,-81.690005
0,2014.0,ford,fiesta,excellent,4 cylinders,gas,113575.0,clean,automatic,fwd,,grey,oh,41.5636,-81.5733
0,2015.0,dodge,dart sxt,excellent,4 cylinders,gas,90430.0,clean,automatic,fwd,,white,oh,41.5636,-81.5733
0,2013.0,kia,soul,excellent,4 cylinders,gas,107450.0,clean,automatic,fwd,,black,oh,41.5636,-81.5733
888,2014.0,chevrolet,silverado 1500 ltz,,,gas,100000.0,clean,manual,,,,oh,41.040727,-81.43451
0,2013.0,kia,soul,excellent,4 cylinders,gas,107450.0,clean,automatic,fwd,,black,oh,41.5636,-81.5733
0,2011.0,nissan,altima 2.5s,excellent,4 cylinders,gas,165733.0,clean,automatic,fwd,,,oh,41.5636,-81.5733
0,2011.0,jeep,patriot,excellent,,gas,139100.0,clean,automatic,4wd,,,oh,41.5636,-81.5733
13900,2015.0,chevrolet,impala,,6 cylinders,gas,15000.0,salvage,other,fwd,sedan,black,oh,40.810152,-80.425219
0,2010.0,kia,sportage,excellent,,gas,142000.0,clean,automatic,,,,oh,41.5636,-81.5733
9999,2013.0,ford,escape,excellent,4 cylinders,gas,103430.0,clean,automatic,4wd,SUV,,oh,41.038965,-81.575742
2495,2004.0,buick,regal ls,excellent,,gas,106000.0,clean,automatic,,,,oh,41.3921,-81.5232
0,2010.0,dodge,journey sxt,excellent,6 cylinders,gas,104158.0,clean,automatic,fwd,,black,oh,41.5636,-81.5733
0,2011.0,nissan,rouge sl awd,excellent,4 cylinders,gas,135800.0,clean,automatic,4wd,,black,oh,41.5636,-81.5733
0,2011.0,volkswagen,cc,excellent,4 cylinders,gas,123000.0,clean,automatic,fwd,,silver,oh,41.5636,-81.5733
0,2012.0,mazda,6,excellent,4 cylinders,gas,105000.0,clean,automatic,fwd,,blue,oh,41.5636,-81.5733
0,2013.0,jeep,compass,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,,black,oh,41.5636,-81.5733
0,2011.0,cadillac,dts,excellent,8 cylinders,gas,100000.0,clean,automatic,fwd,,,oh,41.5636,-81.5733
0,2009.0,volvo,s80,excellent,,gas,110000.0,clean,automatic,fwd,,silver,oh,41.5636,-81.5733
0,2013.0,chevrolet,malibu lt,excellent,6 cylinders,gas,114390.0,clean,automatic,fwd,,black,oh,41.5636,-81.5733
